Date,Open,High,Low,Close,Volume
2018-03-23,8597.990234375,8639.33984375,8549.150390625,8569.080078125,64993200
2018-03-26,8603.650390625,8668.009765625,8501.169921875,8509.2900390625,58399100
2018-03-27,8621.2197265625,8660.7099609375,8593.3798828125,8638.419921875,62755400
2018-03-28,8566.33984375,8756.1201171875,8522.330078125,8756.1201171875,73168000
2018-03-29,8766.7099609375,8780.01953125,8714.76953125,8740.9697265625,56165900
2018-04-03,8682.8701171875,8691.1201171875,8612.599609375,8630.9296875,56930300
2018-04-04,8627.2998046875,8629.01953125,8521.419921875,8553.6904296875,71229600
2018-04-05,8678.5,8742.599609375,8641.919921875,8742.599609375,69074900
2018-04-06,8683.51953125,8726.580078125,8665.66015625,8671.0400390625,51952800
2018-04-09,8694.759765625,8746.26953125,8659.990234375,8687.080078125,39309200
2018-04-10,8731.4599609375,8756.849609375,8703.33984375,8755.5703125,54386400
2018-04-11,8744.48046875,8749.2998046875,8695.990234375,8708.4404296875,40970200
2018-04-12,8724.4296875,8786.5595703125,8687.2099609375,8774.759765625,41367100
2018-04-13,8774.7197265625,8797.830078125,8742.98046875,8776.169921875,46842500
2018-04-16,8762.3203125,8771.0400390625,8689.6103515625,8726.5400390625,44603700
2018-04-17,8727.8798828125,8832.0595703125,8727.3603515625,8820.0400390625,47108800
2018-04-18,8833.6796875,8901.1201171875,8807.5400390625,8831.8798828125,57584500
2018-04-19,8872.9404296875,8872.9404296875,8800.1396484375,8833.1796875,62885700
2018-04-20,8825.8095703125,8842.1201171875,8785.4599609375,8807.7998046875,75266400
2018-04-23,8781.9697265625,8807.3701171875,8735.9296875,8806.6298828125,75758300
2018-04-24,8804.849609375,8837.3203125,8768.1103515625,8796.91015625,56622200
2018-04-25,8782.8798828125,8795.8701171875,8690.66015625,8740.9599609375,82858500
2018-04-26,8733.98046875,8836.83984375,8725.169921875,8835.0302734375,48853300
2018-04-27,8838.1796875,8849.509765625,8807.330078125,8843.01953125,37050200
2018-04-30,8839.6103515625,8900.599609375,8836.849609375,8886.259765625,44126500
2018-05-02,8880.76953125,8900.5400390625,8858.48046875,8896.2802734375,63944000
2018-05-03,8873.01953125,8924.330078125,8840.2802734375,8842.2900390625,45931200
2018-05-04,8862.7099609375,8905.8603515625,8844.1396484375,8903.830078125,41526200
2018-05-07,8895.5302734375,8979.5595703125,8895.099609375,8978.650390625,43527500
2018-05-08,8939.400390625,8970.669921875,8913.73046875,8944.900390625,48286000
2018-05-09,8964.5595703125,8984.099609375,8926.1904296875,8984.099609375,45494500
2018-05-11,8982.4501953125,9002.150390625,8964.91015625,8993.509765625,52176700
2018-05-14,9010.5302734375,9025.8798828125,8979.900390625,9000.8896484375,38149100
2018-05-15,8986.8203125,9016.2900390625,8963.91015625,8994.2197265625,43555100
2018-05-16,8988.259765625,9002.7998046875,8951.2802734375,8973.8798828125,49078600
2018-05-17,8960.8203125,8988.330078125,8937.51953125,8988.330078125,33929300
2018-05-18,8941.26953125,8982.8701171875,8917.759765625,8940.4599609375,53761600
2018-05-22,8977.4599609375,8978.4296875,8924.3203125,8936.0703125,47580700
2018-05-23,8902.3603515625,8903.2197265625,8766.51953125,8794.9404296875,68475700
2018-05-24,8795.7802734375,8841.01953125,8733.919921875,8770.9404296875,50662000
2018-05-25,8789.4501953125,8834.9599609375,8759.080078125,8759.080078125,47319700
2018-05-28,8783.0498046875,8817.73046875,8761.9296875,8775.4501953125,29328600
2018-05-29,8723.51953125,8735.41015625,8613.240234375,8637.2001953125,77712700
2018-05-30,8629.7900390625,8654.5703125,8578.6796875,8578.6796875,57341600
2018-05-31,8630.6298828125,8641.6201171875,8454.2802734375,8456.9501953125,106598200
2018-06-01,8558.33984375,8645.33984375,8529.7998046875,8618.5400390625,66728800
2018-06-04,8664.150390625,8667.830078125,8605.7197265625,8634.419921875,39222500
2018-06-05,8608.1396484375,8631.8701171875,8538.3095703125,8538.3095703125,47789300
2018-06-06,8532.01953125,8567.580078125,8470.150390625,8544.990234375,49885700
2018-06-07,8575.5498046875,8612.8798828125,8514.0302734375,8548.330078125,43584500
2018-06-08,8486.169921875,8549.0498046875,8456.509765625,8512.0595703125,48618100
2018-06-11,8567.8203125,8624.6201171875,8567.51953125,8623.5400390625,48863200
2018-06-12,8646.8798828125,8659.1904296875,8604.91015625,8640.7998046875,40416400
2018-06-13,8654.259765625,8657.9404296875,8618.3603515625,8634.6103515625,45607700
2018-06-14,8594.7197265625,8694.6298828125,8564.330078125,8690.830078125,57620700
2018-06-15,8684.849609375,8697.0703125,8632.169921875,8642.599609375,123756600
2018-06-18,8609.6796875,8621.8203125,8488.3603515625,8519.5703125,44400400
2018-06-19,8456.8896484375,8471.8701171875,8424.0400390625,8463.41015625,65393100
2018-06-20,8503.759765625,8588.3798828125,8500.7998046875,8557.509765625,62991600
2018-06-21,8571.759765625,8598.8603515625,8454.669921875,8459.9296875,50499200
2018-06-22,8471.9697265625,8616.5595703125,8468.5703125,8616.5595703125,43970700
2018-06-25,8550.330078125,8573.7001953125,8453.400390625,8458.75,52212600
2018-06-26,8487.5703125,8492.740234375,8438.8896484375,8477.98046875,45968000
2018-06-27,8465.330078125,8551.1396484375,8372.900390625,8504.5,56624100
2018-06-28,8467.4404296875,8513.66015625,8410.919921875,8461.7099609375,50359800
2018-06-29,8561.7802734375,8616.150390625,8542.98046875,8609.2998046875,69901400
2018-07-02,8529.509765625,8561.6396484375,8507.599609375,8529.58984375,47231600
2018-07-03,8561.5400390625,8645.669921875,8542.509765625,8625.490234375,46625500
2018-07-04,8606.5498046875,8667.1103515625,8603.169921875,8663.5302734375,38814200
2018-07-05,8664.6904296875,8723.9697265625,8653.4404296875,8674.0400390625,38685900
2018-07-06,8696.9404296875,8703.8701171875,8650.0,8697.419921875,37642700
2018-07-09,8725.2998046875,8766.580078125,8714.3203125,8759.919921875,40119500
2018-07-10,8768.5,8795.259765625,8749.01953125,8768.91015625,35912200
2018-07-11,8699.1103515625,8712.759765625,8648.7197265625,8682.9296875,43546700
2018-07-12,8712.8798828125,8820.8095703125,8687.349609375,8818.1904296875,50520500
2018-07-13,8831.33984375,8867.150390625,8824.6103515625,8861.0498046875,40400500
2018-07-16,8848.2197265625,8872.1796875,8816.5498046875,8847.9599609375,41568900
2018-07-17,8828.5595703125,8839.990234375,8782.2197265625,8824.669921875,36589000
2018-07-18,8876.6201171875,8943.240234375,8873.0302734375,8938.1201171875,43339000
2018-07-19,8918.150390625,8978.91015625,8914.669921875,8933.9697265625,51964800
2018-07-20,8949.0595703125,8991.6904296875,8918.2900390625,8991.33984375,58639300
2018-07-23,8947.3203125,8974.0400390625,8920.73046875,8959.7900390625,42716200
2018-07-24,8950.349609375,9026.1796875,8947.3603515625,9005.580078125,57436500
2018-07-25,8998.66015625,9023.1201171875,8987.2197265625,9019.4599609375,45156600
2018-07-26,9116.1298828125,9155.1904296875,9098.16015625,9139.4697265625,53501400
2018-07-27,9157.419921875,9184.8203125,9142.1904296875,9173.2001953125,42413800
2018-07-30,9150.4697265625,9195.7900390625,9143.7900390625,9163.3798828125,32477300
2018-07-31,9164.2998046875,9199.919921875,9150.740234375,9174.330078125,55136700
2018-08-02,9128.1396484375,9165.25,9116.1396484375,9155.5703125,61696900
2018-08-03,9163.8896484375,9174.259765625,9127.16015625,9158.0,39492000
2018-08-06,9166.25,9197.830078125,9125.740234375,9149.3603515625,40761800
2018-08-07,9161.9697265625,9213.2099609375,9151.8603515625,9201.2197265625,35342200
2018-08-08,9176.41015625,9192.0703125,9139.7099609375,9176.150390625,30309700
2018-08-09,9155.6201171875,9165.9296875,9128.0302734375,9145.6796875,29503300
2018-08-10,9096.2802734375,9115.6298828125,9017.1103515625,9031.330078125,44375400
2018-08-13,8993.9501953125,9027.91015625,8960.76953125,9005.349609375,37876900
2018-08-14,9063.099609375,9070.41015625,8966.6103515625,9010.1904296875,33615500
2018-08-15,9006.3896484375,9036.099609375,8901.9296875,8926.23046875,42762500
2018-08-16,8973.5498046875,9002.1396484375,8950.1396484375,8997.7197265625,40919700
2018-08-17,9021.2001953125,9029.1396484375,8961.169921875,9003.91015625,38901700
2018-08-20,9031.2802734375,9072.4296875,9010.9296875,9059.5302734375,30331400
2018-08-21,9032.919921875,9101.41015625,9025.4501953125,9082.8603515625,34598700
2018-08-22,9054.4404296875,9077.0400390625,9029.740234375,9048.2001953125,35619600
2018-08-23,9049.759765625,9074.3603515625,9034.3095703125,9049.7197265625,34890200
2018-08-24,9051.25,9075.8798828125,9019.3701171875,9052.900390625,28483000
2018-08-27,9101.66015625,9108.2001953125,9045.080078125,9098.7001953125,27322200
2018-08-28,9114.75,9115.25,9057.6103515625,9084.259765625,33609200
2018-08-29,9087.41015625,9088.3896484375,9043.400390625,9083.83984375,28523700
2018-08-30,9054.3798828125,9065.5302734375,9005.759765625,9042.0595703125,34604000
2018-08-31,9012.080078125,9012.080078125,8964.7099609375,8973.5595703125,48994700
2018-09-03,8971.2001953125,9003.4697265625,8962.41015625,9003.4697265625,28721700
2018-09-04,9034.5,9047.66015625,8905.8603515625,8951.8896484375,42617900
2018-09-05,8919.580078125,8933.2998046875,8868.8603515625,8868.8603515625,56351300
2018-09-06,8837.5703125,8893.349609375,8816.16015625,8818.7197265625,38440400
2018-09-07,8806.4599609375,8849.33984375,8796.349609375,8843.1103515625,48146400
2018-09-10,8873.7197265625,8950.9697265625,8859.2802734375,8930.240234375,40770900
2018-09-11,8942.25,8962.650390625,8888.8701171875,8914.9404296875,42453500
2018-09-12,8930.8798828125,8983.51953125,8930.8798828125,8960.1298828125,37687200
2018-09-13,8955.6904296875,8997.4599609375,8948.6904296875,8960.080078125,38764100
2018-09-14,8982.8095703125,8987.1904296875,8942.5595703125,8970.0,33021800
2018-09-17,8937.51953125,8960.0703125,8899.83984375,8936.7099609375,34094400
2018-09-18,8922.9697265625,8956.6396484375,8874.4501953125,8915.8701171875,38980100
2018-09-19,8927.7001953125,8961.0302734375,8905.349609375,8939.849609375,53138200
2018-09-20,8951.66015625,9006.740234375,8946.599609375,9000.8095703125,70552700
2018-09-21,9049.599609375,9059.2900390625,8994.2998046875,8995.3798828125,126817400
2018-09-24,8986.91015625,8993.7802734375,8933.2001953125,8946.2197265625,37862800
2018-09-25,8959.2197265625,9031.259765625,8954.9599609375,9021.6103515625,42536300
2018-09-26,9005.7900390625,9083.080078125,8990.9501953125,9080.1396484375,60826500
2018-09-27,9040.8095703125,9123.3798828125,8998.0595703125,9112.2197265625,46985600
2018-09-28,9083.3896484375,9112.5703125,9030.3203125,9087.990234375,59146700
2018-10-01,9094.2802734375,9155.650390625,9084.2197265625,9127.0498046875,38402500
2018-10-02,9076.5703125,9090.4599609375,9050.5,9087.3203125,50969000
2018-10-03,9126.3095703125,9194.990234375,9123.48046875,9175.2099609375,42604700
2018-10-04,9150.98046875,9154.58984375,9076.990234375,9097.51953125,49177500
2018-10-05,9086.1796875,9100.08984375,9035.240234375,9042.080078125,47506600
2018-10-08,9012.669921875,9014.650390625,8938.48046875,8964.1396484375,47900900
2018-10-09,8956.7998046875,8970.349609375,8888.9697265625,8964.1103515625,41508300
2018-10-10,8956.7900390625,8992.0703125,8888.4599609375,8892.8798828125,53356100
2018-10-11,8760.51953125,8796.8701171875,8628.650390625,8639.1904296875,94718300
2018-10-12,8702.1298828125,8738.7802734375,8660.25,8660.3798828125,54626500
2018-10-15,8635.009765625,8658.419921875,8586.8203125,8653.16015625,42779500
2018-10-16,8654.2998046875,8803.8095703125,8648.8798828125,8794.9697265625,47503500
2018-10-17,8853.7099609375,8880.849609375,8729.8896484375,8750.349609375,46572300
2018-10-18,8777.259765625,8832.6103515625,8768.419921875,8779.1796875,59318900
2018-10-19,8777.25,8892.990234375,8770.3095703125,8872.08984375,73669800
2018-10-22,8931.2197265625,8940.259765625,8854.150390625,8865.5595703125,47868700
2018-10-23,8760.150390625,8800.3203125,8729.080078125,8767.150390625,70455000
2018-10-24,8794.900390625,8858.669921875,8724.6103515625,8724.6103515625,63249000
2018-10-25,8619.01953125,8709.759765625,8595.8603515625,8706.400390625,78373800
2018-10-26,8645.990234375,8720.580078125,8591.1103515625,8665.7998046875,86989000
2018-10-29,8721.1396484375,8828.1103515625,8720.169921875,8759.6201171875,72730400
2018-10-30,8797.5,8859.6201171875,8760.3603515625,8854.2802734375,72938900
2018-10-31,8915.51953125,9022.16015625,8913.400390625,9022.16015625,81021500
2018-11-01,9005.3095703125,9070.169921875,8980.830078125,9017.25,72763300
2018-11-02,9065.1396484375,9075.7197265625,8970.5498046875,8992.2998046875,71941600
2018-11-05,8993.0498046875,9043.2900390625,8960.83984375,9008.580078125,42133200
2018-11-06,9030.98046875,9045.400390625,8958.0400390625,8992.0703125,41178000
2018-11-07,9014.5595703125,9068.3896484375,9007.650390625,9050.5302734375,44216000
2018-11-08,9073.830078125,9130.98046875,9061.33984375,9094.900390625,50442100
2018-11-09,9056.3798828125,9080.75,9025.76953125,9074.0302734375,62477700
2018-11-12,9097.2001953125,9110.3603515625,8982.259765625,8984.0498046875,53344000
2018-11-13,9015.2001953125,9052.169921875,8961.8095703125,9015.4296875,52501500
2018-11-14,8965.3896484375,9012.1796875,8928.58984375,8931.2001953125,54734200
2018-11-15,8930.150390625,8959.349609375,8807.4599609375,8870.0302734375,52715200
2018-11-16,8951.169921875,8984.669921875,8850.7998046875,8907.3896484375,61624800
2018-11-19,8957.6103515625,8977.0,8812.3603515625,8812.6103515625,51656800
2018-11-20,8771.3095703125,8821.1904296875,8716.9501953125,8769.4501953125,77155500
2018-11-21,8777.9501953125,8841.48046875,8749.26953125,8841.48046875,67619200
2018-11-22,8817.8603515625,8824.8701171875,8762.3203125,8781.2900390625,45531200
2018-11-23,8769.0302734375,8846.9501953125,8750.83984375,8845.900390625,33550700
2018-11-26,8897.490234375,8967.0703125,8896.3203125,8931.3701171875,53973000
2018-11-27,8933.919921875,8941.0302734375,8851.01953125,8898.009765625,50659500
2018-11-28,8935.669921875,8947.849609375,8880.9296875,8894.580078125,51248700
2018-11-29,8965.0703125,9015.58984375,8924.8701171875,9015.58984375,47638300
2018-11-30,9009.830078125,9064.33984375,8968.83984375,9037.759765625,69262200
2018-12-03,9159.33984375,9175.3896484375,9091.83984375,9106.5595703125,55953600
2018-12-04,9105.990234375,9118.5498046875,9076.2802734375,9085.0,50468900
2018-12-05,8999.58984375,9014.9697265625,8936.5302734375,8939.9599609375,45469300
2018-12-06,8873.2802734375,8879.599609375,8660.0302734375,8660.0302734375,86397100
2018-12-07,8733.490234375,8828.0498046875,8726.3701171875,8741.0302734375,59041500
2018-12-10,8697.009765625,8718.83984375,8550.900390625,8551.01953125,67413500
2018-12-11,8634.4501953125,8758.26953125,8621.73046875,8715.080078125,69538300
2018-12-12,8725.7197265625,8878.5400390625,8713.900390625,8861.1396484375,77858500
2018-12-13,8876.099609375,8883.7998046875,8814.7001953125,8814.7001953125,51435500
2018-12-14,8755.4501953125,8755.759765625,8672.0302734375,8713.6796875,48061700
2018-12-17,8697.23046875,8703.76953125,8591.650390625,8602.6103515625,60997300
2018-12-18,8578.669921875,8608.740234375,8528.26953125,8528.26953125,60530200
2018-12-19,8535.7998046875,8568.1904296875,8506.1103515625,8540.16015625,62948200
2018-12-20,8403.9501953125,8470.4697265625,8383.259765625,8414.48046875,82643000
2018-12-21,8406.0400390625,8454.099609375,8336.08984375,8417.2900390625,152995800
2018-12-27,8470.2001953125,8472.6396484375,8138.56005859375,8195.6396484375,68931400
2018-12-28,8282.009765625,8448.2197265625,8280.349609375,8429.2998046875,50981500
2019-01-03,8391.900390625,8503.0703125,8388.9697265625,8466.009765625,67638200
2019-01-04,8493.83984375,8627.3603515625,8441.33984375,8608.5595703125,58578200
2019-01-07,8616.1796875,8617.009765625,8491.5,8535.9501953125,46142100
2019-01-08,8560.330078125,8670.669921875,8560.16015625,8629.48046875,53742100
2019-01-09,8661.4296875,8700.1796875,8625.400390625,8687.7099609375,52999900
2019-01-10,8640.240234375,8812.8896484375,8617.9296875,8801.48046875,52626400
2019-01-11,8841.2001953125,8862.0,8806.2001953125,8828.2197265625,51687800
2019-01-14,8772.51953125,8776.9296875,8726.8095703125,8760.3203125,40815300
2019-01-15,8831.0,8845.009765625,8777.6904296875,8824.73046875,45707800
2019-01-16,8854.0498046875,8883.9501953125,8824.83984375,8873.76953125,56919600
2019-01-17,8835.7802734375,8926.91015625,8835.400390625,8914.1396484375,48982700
2019-01-18,8985.9296875,9024.3896484375,8964.849609375,9023.9599609375,67641900
2019-01-21,9004.8896484375,9027.4599609375,8984.08984375,9011.41015625,37041300
2019-01-22,8979.599609375,9017.2802734375,8941.2197265625,8966.33984375,70011800
2019-01-23,8936.08984375,9014.7099609375,8913.7998046875,8957.1904296875,48829100
2019-01-24,8962.08984375,8975.1396484375,8891.7197265625,8937.3896484375,60768200
2019-01-25,8978.0703125,8980.76953125,8904.7900390625,8922.490234375,49491400
2019-01-28,8876.3798828125,8907.419921875,8854.5595703125,8857.849609375,55313300
2019-01-29,8863.5595703125,8987.5400390625,8853.41015625,8940.51953125,52883600
2019-01-30,8909.4404296875,8965.9501953125,8898.4599609375,8965.7099609375,40006600
2019-01-31,8983.3701171875,9012.75,8923.669921875,8969.26953125,77558500
2019-02-01,9011.8701171875,9012.7197265625,8927.1904296875,8996.3603515625,49448300
2019-02-04,8973.5400390625,9015.6396484375,8950.740234375,9011.48046875,42949400
2019-02-05,9012.16015625,9155.080078125,9010.25,9150.5595703125,55285800
2019-02-06,9129.7802734375,9169.4599609375,9118.8095703125,9143.0,45463100
2019-02-07,9115.6396484375,9153.990234375,9035.900390625,9035.900390625,50548100
2019-02-08,9023.4296875,9044.400390625,8980.8798828125,9003.41015625,46633700
2019-02-11,9050.919921875,9098.4404296875,9047.2900390625,9068.6201171875,39000600
2019-02-12,9104.919921875,9143.75,9091.2900390625,9127.400390625,42823000
2019-02-13,9143.400390625,9179.4599609375,9125.0498046875,9164.0595703125,48768400
2019-02-14,9210.4296875,9237.3095703125,9142.240234375,9142.7099609375,60904200
2019-02-15,9139.5498046875,9245.169921875,9123.669921875,9242.1201171875,84543200
2019-02-18,9248.5,9295.0302734375,9229.1298828125,9267.4599609375,43377400
2019-02-19,9247.490234375,9278.419921875,9222.919921875,9256.169921875,45092700
2019-02-20,9275.8095703125,9331.4501953125,9274.6298828125,9315.6298828125,73838200
2019-02-21,9324.9296875,9371.7802734375,9310.83984375,9333.5703125,64959800
2019-02-22,9329.3095703125,9380.8095703125,9316.8701171875,9348.9296875,49009400
2019-02-25,9370.3603515625,9415.990234375,9337.83984375,9398.3701171875,51065900
2019-02-26,9377.6396484375,9481.4501953125,9372.3701171875,9461.2099609375,46931400
2019-02-27,9427.0400390625,9438.5,9390.7802734375,9412.1904296875,50791900
2019-02-28,9402.1396484375,9407.4599609375,9345.58984375,9388.9404296875,65499700
2019-03-01,9431.830078125,9456.0400390625,9401.5595703125,9412.01953125,55549500
2019-03-04,9431.7001953125,9440.099609375,9393.4501953125,9394.0498046875,62910900
2019-03-05,9358.9501953125,9417.6201171875,9336.9296875,9399.150390625,75760900
2019-03-06,9396.0703125,9421.0400390625,9363.26953125,9403.16015625,54850900
2019-03-07,9350.580078125,9403.48046875,9284.3603515625,9324.580078125,72802100
2019-03-08,9287.1201171875,9306.0595703125,9228.8603515625,9268.3603515625,57431900
2019-03-11,9308.75,9350.4599609375,9260.8603515625,9341.349609375,48133400
2019-03-12,9366.1904296875,9366.5498046875,9302.8896484375,9331.6201171875,49389600
2019-03-13,9321.08984375,9387.7001953125,9310.2802734375,9387.4296875,39474600
2019-03-14,9404.9404296875,9498.48046875,9404.9404296875,9481.900390625,51882600
2019-03-15,9494.7197265625,9509.8603515625,9452.4404296875,9483.099609375,153108800
2019-03-18,9475.580078125,9499.41015625,9460.9404296875,9496.9296875,50908700
2019-03-19,9516.25,9582.91015625,9511.1103515625,9525.919921875,50837800
2019-03-20,9494.080078125,9500.6904296875,9429.1298828125,9463.3203125,65289000
2019-03-21,9416.7001953125,9458.650390625,9394.7099609375,9454.0498046875,54811600
2019-03-22,9462.0,9482.580078125,9313.5595703125,9319.419921875,75516300
2019-03-25,9272.419921875,9333.1298828125,9263.0400390625,9305.5,54248300
2019-03-26,9322.83984375,9404.1796875,9308.73046875,9389.2998046875,51340400
2019-03-27,9404.66015625,9441.0400390625,9321.5595703125,9390.58984375,62909100
2019-03-28,9396.2001953125,9454.650390625,9395.76953125,9405.9296875,43314100
2019-03-29,9443.3603515625,9482.5498046875,9426.099609375,9477.83984375,62036000
2019-04-01,9513.1201171875,9554.73046875,9495.6396484375,9538.1103515625,53848500
2019-04-02,9528.099609375,9550.6904296875,9509.3896484375,9536.5703125,42939800
2019-04-03,9556.66015625,9570.08984375,9495.650390625,9570.08984375,62720200
2019-04-04,9545.0703125,9568.0,9536.83984375,9563.7099609375,46863500
2019-04-05,9557.0703125,9571.6904296875,9518.1396484375,9541.150390625,45170500
2019-04-08,9532.23046875,9573.6201171875,9513.099609375,9547.330078125,39827700
2019-04-09,9530.009765625,9628.7998046875,9524.9501953125,9582.2197265625,84118800
2019-04-10,9558.1904296875,9581.6904296875,9524.2900390625,9556.3095703125,57050800
2019-04-11,9543.259765625,9597.3798828125,9522.01953125,9549.259765625,59997500
2019-04-12,9535.3798828125,9548.9404296875,9442.6103515625,9484.91015625,83929500
2019-04-15,9462.0498046875,9539.9501953125,9461.1904296875,9513.7099609375,60089700
2019-04-16,9533.75,9595.9697265625,9530.4501953125,9579.849609375,62801800
2019-04-17,9601.23046875,9628.41015625,9571.08984375,9596.599609375,91309900
2019-04-18,9616.98046875,9623.1298828125,9543.1396484375,9571.2197265625,71898700
2019-04-23,9563.8095703125,9653.8798828125,9542.9501953125,9635.0703125,66495200
2019-04-24,9672.3603515625,9704.5302734375,9646.759765625,9655.669921875,67916300
2019-04-25,9695.16015625,9695.4501953125,9644.7197265625,9694.0595703125,65882400
2019-04-26,9710.2001953125,9724.26953125,9675.919921875,9724.26953125,49815000
2019-04-29,9719.0498046875,9752.919921875,9701.83984375,9740.48046875,51493600
2019-04-30,9744.259765625,9785.5703125,9741.66015625,9769.740234375,60735100
2019-05-02,9777.900390625,9784.26953125,9745.4404296875,9746.0595703125,61245900
2019-05-03,9737.8896484375,9786.509765625,9731.48046875,9741.990234375,59121300
2019-05-06,9619.2197265625,9657.240234375,9560.849609375,9657.240234375,56403600
2019-05-07,9658.1396484375,9685.58984375,9562.9501953125,9577.3798828125,55908000
2019-05-08,9567.0400390625,9628.66015625,9536.240234375,9621.9599609375,49270900
2019-05-09,9592.3798828125,9592.3798828125,9422.3701171875,9430.2998046875,72926100
2019-05-10,9515.3798828125,9545.0595703125,9451.1796875,9472.830078125,54576200
2019-05-13,9475.5302734375,9475.5703125,9319.990234375,9363.1796875,65223900
2019-05-14,9413.6904296875,9429.41015625,9363.759765625,9404.080078125,48248400
2019-05-15,9428.8095703125,9480.759765625,9361.3896484375,9480.759765625,58888300
2019-05-16,9492.2099609375,9660.58984375,9467.8798828125,9660.58984375,61698600
